aabq	傲岸不羣
yjxl	一覺醒來
yjxr	養精蓄銳\t養精畜銳
yjxs	英俊瀟灑
yjxy	以儆效尤
yjya	應急預案
yjyd	一舉一動
yjyf	以簡馭繁
yjyg	言簡意賅
yjyl	寓教於樂
yjyq	業精於勤
yjyu	宜家宜室
yjyv	一驚一乍
yjyx	又驚又喜\t衣錦夜行
yjyz	腰金衣紫
yjvi	一技之長
yjvj	一家之計
yjzl	牙尖嘴利
yjzm	倚姣作媚
yjvs	一己之私
yjzz	引咎自責
ykbt	一刻不停
ykdx	醫科大學
yken	一哭二鬧
ykfv	亦可覆舟
ykhj	盈科後進
ykhl	掩口葫蘆
ykjb	有口皆碑
ykjr	雲開見日
ykli	一口兩匙
yklx	一口老血
yknb	有口難辯
yknf	有口難分
ykqj	一刻千金
ykri	雲開日出
yksh	眼空四海
ykuq	一饋十起
yksu	一口三舌
ykst	憶苦思甜
ykuv	猶恐失之
yktu	異口同聲
yktx	一匡天下
ykty	異口同音
ykwl	欲哭無淚
ykws	雲開霧散
ykww	眼空無物
ykwx	有口無心
ykwy	啞口無言
ykyd	一口咬定
ykyk	一口一口
ykyz	一夔已足
ykvj	一孔之見
ykzl	有空再聊
ylbd	意料不到\t一了百當
ylbh	於理不合
ylbj	一鱗半甲
ylbl	一了百了
ylbm	亞拉巴馬
ylbv	一鱗半爪
ylib	因利乘便
ylii	疑慮重重
ylcc	隱鱗藏彩
ylid	一力承當
ylch	以蠡測海
ylis	娛樂場所
ylit	優良傳統
ylix	遠離塵囂
yldg	揚鈴打鼓
yldh	輿論大譁
yldv	一兩點鐘
yldw	由裏到外
yldx	耶魯大學
yleq	一來二去
yleu	一雷二閃\t以狸餌鼠\t鷹瞵鶚視
ylew	一來二往\t引領而望
ylfi	一路風塵
ylff	議論紛紛
ylfh	原路返回
ylfr	以理服人\t以力服人
ylfs	引領風騷
ylfv	一兩分鐘
ylfx	一路福星
ylgg	葉落歸根
ylgm	用力過猛
ylgv	一兩個鍾
ylgw	與狼共舞
ylgy	一兩個月
ylgz	一兩個字
ylhd	娛樂活動
ylhr	輿論譁然
ylhx	一臉壞笑
ylhz	魚龍混雜
yljd	輿論監督
yljh	一兩句話
yljj	因陋就簡
ylju	以卵擊石
yljt	一連幾天
yljv	雨露均霑
ylkt	有利可圖
ylkx	一臉苦相
yllx	以利累形
ylml	倚老賣老
ylmm	一臉迷茫
ylmr	一臉茫然
ylnf	一路逆風
ylny	伊利諾伊
ylpa	一路平安
ylpj	依流平進
ylpu	一路攀升
ylqm	意亂情迷
ylqu	瑤林瓊樹
ylqv	一落千丈
ylrc	原來如此
ylrj	夜闌人靜
ylru	引狼入室
ylub	伊麗莎白
ylud	亞歷山大
ylsd	英倫三島
yluf	一路順風
yluj	因陋守舊
ylsl	耶路撒冷
ylum	意亂神迷
ylsn	亞利桑那
ylur	印累綬若
yluu	衣來伸手
ylsv	養老送終
ylsw	迎來送往
yltj	有利條件
yltu	以卵投石
yltx	一路同行
ylvf	優劣之分
ylvq	葉落知秋
ylvu	意料中事
ylvv	意料之中
ylvw	意料之外\t藥籠中物
ylwg	一臉無辜
ylwh	以鄰爲壑
ylwj	壓良爲賤
ylwl	雲裏霧裏
ylwu	與鄰爲善
ylww	眼淚汪汪
ylwy	一覽無餘
ylxi	月落星沉
ylxd	以禮相待
ylxf	游龍戲鳳
ylxg	眼露兇光
ylxj	瑤琳仙境
ylxm	以淚洗面
ylxp	一路小跑
ylxq	一路向前
ylxu	一兩小時
ylxv	游龍戲珠
ylxz	有兩下子
ylyb	有利有弊
ylyi	越來越差\t燕侶鶯儔
ylyd	越來越多
ylye	又冷又餓
ylyh	越來越好
ylyj	有理有據
ylyk	又累又困
ylyl	娛樂娛樂
ylyn	越來越難
ylyq	妖里妖氣
ylyr	一冷一熱
ylyu	越來越少\t一龍一蛇\t遺老遺少
ylyt	搖了搖頭
ylyv	有零有整\t一鱗一爪\t一龍一豬
ylyw	有來有往
ylyx	越來越像
ylyy	一勞永逸
ylzd	夜郎自大
ylzh	一路走好
ylzl	一路走來
ylzr	雨露滋潤
ylzy	言論自由
ymbb	一毛不拔
ymbd	延綿不斷
ymbf	也沒辦法
ymbh	倚門傍戶
ymbq	掩目捕雀
ymbu	一瞑不視
ymih	遊目騁懷
ymit	仰面朝天
ymdq	越陌度阡
ymdx	一馬當先
ymel	迎面而來
ymeq	掩面而泣
ymfm	羽毛豐滿
ymfq	幽默風趣
ymgc	有沒搞錯
ymgd	有目共睹
ymgg	妖魔鬼怪\t勇猛果敢
ymgj	陰謀詭計
ymgx	也沒關係
ymhv	魚目混珠
ymhz	魚目混雜
ymjj	勇猛精進
ymjl	夜幕降臨
ymjr	一鳴驚人
ymju	顏面盡失
ymjx	眼冒金星
ymkd	倚馬可待
ymlh	愚昧落後
ymlm	圓滿落幕
ymlr	一目瞭然
ymls	一抹亮色
ymlw	揚名立萬
ymmq	倚門賣俏
ymmx	倚門賣笑
ymmz	遊牧民族
ymnd	榆木腦袋
ymny	亞美尼亞
ymnv	一木難支
ympi	一馬平川
ympp	衣袂飄飄
ymqj	鴉默雀靜
ymqr	以貌取人
ymqy	緣木求魚
ymqv	倚馬七紙
ymrj	一面如舊
ymsd	顏面掃地
ymsg	遊目四顧
ymuh	一目十行
ymuk	眼明手快
ymsl	鬱悶死了
ymuw	英明神武
ymtb	沿門托鉢
ymtl	與民同樂
ymtq	揚眉吐氣\t飲馬投錢
ymtu	異名同實
ymtt	仰面唾天
ymtx	譽滿天下
ymvc	一面之詞
ymvj	一面之交
ymvl	與民爭利
ymvq	仰慕之情
ymvu	驗明正身
ymvv	揠苗助長
ymvx	魚米之鄉
ymvy	一面之緣
ymwb	以民爲本
ymwf	羽毛未豐
ymwh	一命嗚呼
ymwj	野馬無繮
ymwm	以夢爲馬
ymwu	有名無實
ymwv	愚昧無知
ymww	湮沒無聞
ymxb	以命相搏
ymxi	一脈相承\t幺麼小醜\t一脈相傳
ymxl	眼明心亮
ymxp	雁默先烹
ymxr	以沫相濡
ymxs	一門心思
ymxt	一脈相通
ymxx	月明星稀
ymxy	意馬心猿
ymyb	躍馬揚鞭
ymyg	優孟衣冠
ymyh	越描越黑
ymyl	倚門倚閭
ymyu	英明一世
ymyw	溢美溢惡
ymyx	有名有姓
ymyy	一模一樣
ymzk	月滿則虧
ynbz	一年半載
ynim	一念成魔
ynix	遇難成祥
yndt	一年到頭
yneu	迎難而上
ynew	由內而外
ynfg	旖旎風光
ynfv	亦能覆舟
ynjb	陰凝堅冰
ynjc	一念及此
ynjq	因難見巧
ynjs	一牛九鎖
ynkf	怨女曠夫
ynpd	夜尿頻多
ynqj	一諾千金
ynru	業內人士
ynsj	一年四季
ynur	堯年舜日
yntd	有難同當
ynvb	雲泥之別
ynvc	一念至此
ynvh	一年之後
ynvi	一念之差\t厭難折衝
ynvj	一念之間
ynvn	一年之內
ynvv	疑難重症
ynvx	一怒之下
ynwr	以你爲榮
ynwx	餘怒未消
ynwv	眼內無珠
ynyc	一年一次
ynyd	一年一度
ynyn	一男一女
ynyq	鷹拿燕雀
ynyu	延年益壽
ynzu	英年早逝
ynzv	疑難雜症
ypbx	一片冰心
ypdx	眼皮底下
ypeh	一炮而紅
ypfj	一票否決
ypgm	一片光明
ypgq	以偏概全
ypgu	一片宮商
ypgv	一屁股債
yphl	一片混亂
yphr	一片譁然
ypht	一抔黃土
yphy	一派胡言
ypjf	有屁就放
ypjh	一拍即合
ypjt	一片焦土
ypkb	一片空白
ypkf	有屁快放
yplj	一片狼藉
ypls	一拍兩散
ypnq	一票難求
ypqh	一片漆黑
yprx	一貧如洗
ypuh	一曝十寒
ypuj	一片生機
ypsj	一片死寂
ypsu	一盤散沙
yptt	一片坦途
ypvl	一拼之力
ypvz	揚葩振藻
ypwy	一片汪洋
ypxy	一片心意
ypyc	一顰一簇
ypyj	有憑有據
ypyp	一片一片
ypyv	有賠有賺
ypyx	一顰一笑\t一噴一醒
yqbd	陰晴不定
yqbh	逾期不候
yqbl	移情別戀
yqbm	慾求不滿
yqbr	英氣逼人
yqbu	語氣不善
yqbt	一竅不通
yqbv	一錢不值
yqby	有求必應
yqif	衣輕乘肥
yqit	怨氣沖天\t燕雀處堂
yqdl	玉砌雕闌
yqdu	元氣大傷
yqeb	一窮二白\t一清二白
yqei	一清二楚
yqfb	緣淺福薄
yqff	意氣風發
yqfr	抑強扶弱
yqfu	仰取俯拾
yqfx	粵犬吠雪\t一犬吠形
yqgf	引起公憤
yqgz	欲擒故縱
yqhi	一氣呵成
yqhd	油腔滑調
yqhh	以其昏昏
yqhu	逸趣橫生
yqhw	鷹覷鶻望
yqjv	揚清激濁
yqkj	勇氣可嘉
yqky	有情可原
yqlr	以強凌弱\t倚強凌弱
yqlw	盈千累萬
yqml	有氣沒力
yqms	以權謀私
yqmy	嚶其鳴矣
yqnh	搖旗吶喊
yqqu	緣淺情深\t以屈求伸
yqrm	一錢如命
yqru	由淺入深\t一清如水
yqrx	一腔熱血
yqsi	用其所長
yqst	鷹犬塞途
yqsy	一切隨緣\t一謙四益
yqtc	誼切苔岑
yqtg	異曲同工
yqtu	飲泣吞聲
yqtx	有期徒刑
yqvg	一牆之隔
yqvh	一丘之貉
yqvx	一氣之下\t嚴氣正性
yqvy	與其這樣
yqwb	掩其無備
yqwg	遊騎無歸
yqwh	有去無回
yqwl	有氣無力
yqwu	鴉雀無聲
yqww	鴉雀無聞
yqwv	牙籤萬軸
yqxb	湧泉相報
yqxi	意氣消沉
yqxd	意氣相得
yqxg	偃旗息鼓
yqxh	燕雀相賀
yqxu	言情小說
yqxt	意氣相投
yqyi	以求一逞
yqyf	一起一伏
yqyg	一瘸一拐
yqyh	一前一後\t一琴一鶴\t一丘一壑
yqyj	寓情於景
yqyl	眼前一亮
yqym	緣起緣滅
yqyn	有求於你
yqyq	予取予求
yqyr	有求於人
yqyu	意氣用事
yqyt	移氣養體
yqyx	怡情養性\t怡情悅性
yqyy	有情有義\t意氣揚揚
yqvu	一切衆生
yrbd	用人不當
yrbj	一日不見
yrbu	遇人不淑
yrbx	仰人鼻息
yrby	用人不疑\t隱忍不言
yriu	因人成事
yrix	一人傳虛
yrdd	一人得道
yrdg	隱若敵國
yrej	迎刃而解
yrem	掩人耳目
yreu	油然而生
yrey	因人而異
yrfb	與人方便
yrfv	易如反掌
yrfy	因人廢言
yrfz	誘人犯罪
yrgd	優柔寡斷
yrgw	依然故我
yrhc	弋人何篡
yrhg	雍容華貴\t雍榮華貴
yrhh	杳如黃鶴
yrhk	羊入虎口
yrhq	羊入虎羣
yrhy	冶容誨淫
yrjg	一仍舊貫
yrjq	一日九遷
yrjr	毅然決然
yrjw	一如既往
yrjz	與日俱增
yrkg	以柔克剛
yrku	貽人口實
yrlx	依人籬下
yrmj	仰人眉睫
yrnd	有容乃大
yrql	一日千里
yrrg	依然如故
yrru	引人入勝\t言人人殊
yrrv	遊人如織
yrsc	一日三餐
yrug	因任授官
yrsq	一日三秋
yruq	以弱勝強
yrus	引人深思
yruu	一人善射
yrux	啞然失笑
yrsx	一日三省
yruv	有如神助\t雅人深致
yrtl	豔如桃李
yrvm	引人注目
yrvx	一人之下
yrwb	以人爲本
yrwj	以人爲鏡\t一日萬機
yrwl	一日萬里
yrwu	與人爲善
yrwv	與人無爭
yrwy	疑人勿用\t用人勿疑
yrwz	音容宛在
yrxm	音容笑貌
yrxp	野人獻曝
yrxq	野人獻芹
yrxy	雍榮閒雅
yryb	雍榮雅步
yryc	一日一次
yryl	映入眼簾
yrym	耀人眼目
yryq	一人有慶
yryx	嫣然一笑
yryy	遊刃有餘
yrvi	一日之長
yrzd	怡然自得\t悠然自得
yrvj	一人之交
yrzr	庸人自擾
yrvw	一肉之味
yrvy	一日之雅
yubb	一手包辦
yubi	擁書百城
ysbg	一絲不苟\t一絲不掛
ysbh	要死不活
yubh	一時半會\t一樹百穫
yubj	與時並進
ysbj	饔飧不繼
yubk	一時半刻
ysbl	一死百了
yubu	依山傍水
ysbs	一絲半粟
ysbt	腰痠背痛\t有所不同
ysbv	有所不知
ysbw	有所不爲\t一絲不紊
yubx	一聲不響
yubv	掩飾不住\t衣食不周
yuib	因勢乘便
yuic	與世長辭
yuid	一時衝動
yuch	一手策劃
yuij	搖手觸禁
yuiq	元神出竅
yucq	遠勝從前
yuiu	飲水啜菽
yudh	移山倒海
yudj	應時對景
yudl	遺世獨立
ysdn	一索得男
yudp	一手獨拍
yudw	野生動物
yseg	一掃而光
yueg	一閃而過
ysek	一掃而空
yuen	一石二鳥
yueu	一閃而逝
ysew	有所耳聞
yuex	由上而下
ysfg	因私廢公
ysfl	雲散風流
yufm	衣食父母
yufx	以身犯險\t仰事俯畜\t永矢弗諼
ysgu	雅俗共賞
yugy	有失公允
yuhb	優勢互補
yshf	嚴絲合縫
yuhf	燕瘦環肥
yuhq	一生何求
yshs	吆三喝四
yuht	一時糊塗
yuhx	遊手好閒
ysjd	耶穌基督
yuje	以手加額
yujf	玉石俱焚
yujh	一手交貨
yujj	與時俱進
yujl	與生俱來
yujq	一手交錢\t以疏間親
ysjq	一歲九遷
yujr	羿射九日
ysjs	一損俱損
yujs	遺世絕俗
yuju	以水濟水\t以水救水
yuky	引商刻羽
yslb	伊斯蘭堡
yulb	鷹視狼步\t優勝劣敗
yuld	因勢利導\t以升量石
yulf	玉樹臨風
yulg	鷹視狼顧
yulh	一身冷汗\t一雙兩好
yull	衣衫藍縷
yulm	一屍兩命\t一世龍門
yslq	一絲兩氣
yslr	夜色撩人
yulr	倚勢凌人
yult	優勝劣汰\t一蛇兩頭\t一身兩頭
yslv	一死了之
yulx	一聲令下
yuly	一身兩役
ysml	夜色迷離
yumu	有事沒事
yumx	煙視媚行
yund	已屬難得
yung	易守難攻
yunn	飲食男女
ysnw	憂思難忘
yupg	引繩排根
yupp	有失偏頗
yuqb	以示清白
ysqb	有所區別
yuqg	飲水曲肱
yuqj	飲食起居\t以售其奸
yuqu	以殺去殺
yurc	也是如此
yurj	夜深人靜
yuui	一室生春
yuud	以少勝多\t一身是膽
yuuf	以身試法
yush	以身飼虎
yusk	一時三刻
yuum	仰首伸眉
yuun	一石數鳥
yuuu	遇神殺神
yuss	養生送死
ysuy	野蔌山餚
yusy	飲水思源\t憂深思遠
ystg	有所提高
yutr	一視同仁
yutu	以石投水\t以水投水
yutt	一手託天
yswb	營私舞弊
yuwb	於事無補
yuwi	一事無成
yuwg	疑事無功
yuwk	有恃無恐
yuwl	一時無兩
yswp	魚死網破
yuwq	永世無窮
yuwu	遊山玩水
yswu	有死無生
yuwx	一身五心
yswy	有損無益
yuwv	與世無爭
yuxc	用舍行藏
yuxg	以身殉國\t以身許國
ysxj	研桑心計
yuxq	一時興起\t怡聲下氣
yuxv	以身殉職
yuyb	搖身一變
yuyg	疑神疑鬼
ysyh	一絲一毫
yuyh	越少越好\t偃鼠飲河
ysyj	有色眼鏡
yuyj	宜室宜家
yuyl	有史以來
yuyn	益壽延年
yuyu	一生一世\t郢書燕說\t永生永世
ysys	言三語四
yuyw	遠勝於我
ysyx	意思一下
yuyy	亦師亦友\t一觴一詠\t鶯聲燕語
yuyv	有始有終
yuyz	一手一足
yuvd	養生之道
yuvg	由守轉攻
yuvh	魚水之歡\t衣裳之會
yuvj	一時之間
yuvn	有生之年\t猶生之年
yuzp	影視作品
yuvq	一身正氣
yuvt	一手遮天
yszw	有所作爲
yuvx	衣食住行\t一世之雄
yuvy	藥石之言\t因時制宜\t因事制宜
yuzz	以身作則
yuvv	由始至終
ytbt	一通百通
ytbw	有條不紊\t搖頭擺尾
ytit	仰天長嘆
ytix	仰天長嘯
ytdw	一天到晚
ytdx	仰天大笑
ytfm	油頭粉面
ytgu	迎頭趕上
ytgz	一塌刮子
ythi	玉體橫陳\t一榻橫陳
ythn	搖頭晃腦
ythq	一團和氣
ythu	源頭活水
ytht	一塌糊塗
ythy	言談話語
ytjc	言聽計從
ytjh	一統江湖
ytjj	一探究竟
ytjv	言談舉止
ytkv	以莛叩鐘
ytld	亞特蘭大\t依頭縷當
ytlm	一團亂麻
ytls	言談林藪\t一推兩搡
ytlt	一天兩天
ytmf	疑團滿腹
ytmn	有頭沒腦
ytmu	疑團莫釋
ytnl	夭桃穠李
ytqb	由他去吧
ytqh	一團漆黑
ytun	窈窕淑女
ytur	應天順人
ytsu	一潭死水
yttg	異途同歸
yttj	迎頭痛擊
yttm	雁塔題名
yttx	一統天下\t一體同心
ytvd	勇挑重擔
ytvf	揚湯止沸\t以湯止沸
ytvx	暈頭轉向
ytwf	儀態萬方
ytwj	以退爲進
ytwk	一吐爲快
ytwl	蠅頭微利
ytwn	有頭無腦
ytwr	有天無日
ytwu	一頭霧水
ytwx	以湯沃雪
ytxd	一天星斗
ytxl	蠅頭小利
ytxz	櫻桃小嘴
ytyc	一天一次
ytyl	有頭有臉
ytyr	移天易日
ytyv	淵渟嶽峙
ytyw	有頭有尾
ytyy	一天一夜\t鶯啼燕語
ytvq	一彈指頃
yvam	擁政愛民
yvbh	雲中白鶴
yvbj	一知半解\t用之不竭\t勇者不懼
yvbm	郵政編碼
yvbr	意志薄弱
yvbt	與衆不同
yvbu	一着不慎
yvbv	抑制不住
yvcy	義正辭嚴
yvdn	一專多能
yvdx	一枝獨秀
yvfc	一展風采
yvff	焉知非福
yvgv	遠矚高瞻
yvgw	一紙公文
yvgx	一爭高下
yvhh	宇宙洪荒
yvhj	已臻化境
yvhl	一枕黃粱\t一枕黃梁
yvhu	有這回事
yvil	言之成理
yvjq	意志堅強
yvjx	一針見血
yvkw	一紙空文
yvkx	有章可循
yvmg	仰之彌高
yvmk	掩住面孔
yvml	寅支卯糧
yvmy	一直沒有
yvqj	一擲千金
yvqt	一柱擎天
yvqu	頤指氣使
yvrf	運指如飛
yvrw	一致認爲
yvry	演職人員
yvsg	銀裝素裹
yvsi	一展所長
yvtg	一致通過
yvtp	硬着頭皮
yvty	一致同意
yvuf	胭脂水粉
yvug	願者上鉤\t月中折桂
yvuh	言志抒懷
yvuj	刖趾適屨
yvut	以正視聽
yvuz	言之尚早
yvvk	飲鴆止渴
yvvu	有志之士
yvvy	由衷之言
yvww	言之無物\t言之無文
yvwx	言者無心
yvwz	言者無罪
yvxi	語重心長
yvxs	以壯行色
yvxu	一樁心事
yvxw	雲蒸霞蔚
yvxz	由着性子
yvyc	一週一次
yvyd	嚴陣以待
yvyi	一張一弛
yvyl	一直以來\t言之有理
yvym	用之於民
yvyr	有朝一日
yvys	一至於斯
yvyu	一招一式
yvyv	以戰養戰
yvyw	原汁原味\t言之有物
yvyx	一朝一夕\t一針一線\t亦莊亦諧\t億兆一心
yvyy	越戰越勇
yvzz	言之鑿鑿
ywbd	有問必答
ywbj	言無不盡
ywbm	一文不名
ywbv	一文不值\t一物不知
ywiw	一無長物
ywdj	一網打盡
ywdl	漁翁得利
ywej	言無二價
ywen	由外而內
ywev	一望而知
ywfg	義無反顧
ywhg	與我何干
ywhj	閻王好見
ywhl	吆五喝六
ywhu	以爲憾事
ywhy	以武會友\t以文會友
ywjl	以往鑑來
ywjy	義務教育
ywjz	咬文嚼字
ywkq	一無可取
ywkv	也未可知
ywlc	語無倫次
ywlf	以文亂法
ywlk	依違兩可
ywlr	雲霧繚繞
ywmm	煙霧瀰漫
ywmw	有完沒完
ywnr	永無寧日
ywpd	夷爲平地
ywql	搖尾乞憐
ywqu	一往情深\t搖尾求食
ywqt	仰屋竊嘆
ywqx	願聞其詳
ywqz	仰臥起坐
ywrc	尤爲如此
ywuc	野外生存
ywui	一無是處\t意味深長
ywsi	一無所成\t一無所長
ywsd	一無所得
ywsh	一無所獲
ywsj	一無所懼
ywsn	一無所能\t億萬斯年
ywsq	一無所求\t一無所取
ywsu	一無所失
ywsv	一無所知
ywsy	一無所有
ywtv	曳尾塗中
ywvd	用武之地
ywvj	永無止境
ywvq	勇往直前
ywvy	言外之意\t洋爲中用
ywwg	與我無關
ywwj	一望無際
ywwq	一往無前
ywwy	一望無垠
ywxu	鸚鵡學舌\t言爲心聲
ywxv	永無休止
ywxw	偃武修文
ywyd	一問一答
ywyj	飫聞厭見
ywyr	尤物移人
ywyu	一五一十
ywyw	耀武揚威
ywyx	杳無音信\t野無遺賢
ywvu	仰屋著書
ywzw	一誤再誤
yxbb	野心勃勃
yxbi	英雄輩出
yxbd	意想不到\t一星半點
yxbl	原形畢露
yxbr	於心不忍
yxbs	英雄本色
yxby	言行不一\t衣香鬢影\t用夏變夷
yxcb	憂喜參半\t疑信參半
yxii	憂心忡忡
yxim	英雄遲暮
yxiu	一線城市
yxix	以心傳心
yxdf	貽笑大方
yxdn	遙想當年
yxdu	有線電視\t映雪讀書
yxdx	有些東西
yxeb	鴨行鵝步
yxeg	一笑而過
yxey	一心二用
yxfu	以下犯上
yxfv	浴血奮戰
yxgj	煙霞痼疾
yxgs	有限公司
yxgz	遊戲規則\t遊閒公子
yxhh	英雄好漢
yxhj	英雄豪傑
yxhl	煙熏火燎
yxhm	煙消火滅
yxhq	月下花前
yxhr	於心何忍
yxhw	陰虛火旺
yxhx	以血還血
yxhy	遙相呼應
yxhv	月夕花朝
yxji	遠香近臭
yxjd	以小見大
yxje	元兇巨惡
yxjf	嚴刑峻法
yxjm	英雄救美
yxjv	言行舉止
yxki	有隙可乘
yxkd	蟻穴潰堤
yxld	一系列的
yxlk	用心良苦
yxlr	月下老人
yxlu	意興闌珊
yxlv	一笑了之
yxly	一心兩用
yxml	英雄末路
yxmm	隱姓埋名
yxnx	野性難馴
yxqi	一雪前恥
yxqd	英雄氣短
yxqj	一笑千金
yxql	一瀉千里
yxqw	音信全無
yxqy	一廂情願\t一相情願
yxrc	一向如此
yxrd	憂心如搗
yxrf	憂心如焚
yxrg	英雄入彀
yxrh	意下如何
yxrj	遊戲人間
yxrm	飲血茹毛
yxru	遊戲人生
yxuc	一息尚存\t用行舍藏
yxud	因小失大
yxuh	有些時候
yxuj	因循守舊
yxuk	印象深刻
yxul	陽煦山立
yxsm	遊戲三昧
yxuq	有些事情
yxuw	遊行示威
yxtk	異想天開
yxty	遊響停雲
yxvd	一席之地
yxvj	一夕之間
yxvv	一笑置之
yxvy	言下之意
yxwi	疑行無成
yxwl	有心無力
yxws	雲消霧散
yxwt	有些問題
yxxe	用心險惡
yxxg	言行相詭
yxxw	一線希望
yxxx	異性相吸\t以血洗血
yxyd	一心一德
yxyj	隱形眼鏡\t一心一計
yxyr	有血有肉
yxys	煙消雲散\t義形於色
yxyu	越陷越深
yxyv	言行一致
yxyy	一心一意\t一薰一蕕
yxzl	一行作吏
yxzr	有限責任
yxzw	因循坐誤
yxvx	衣繡晝行
yyah	業餘愛好
yybb	原原本本
yybd	源源不斷\t以怨報德\t優遊不斷
yybf	一言不發\t要言不煩
yybh	一言不合
yybj	猶豫不決
yybl	營養不良\t怏怏不樂\t悒悒不樂
yybu	依依不捨
yybx	語焉不詳
yyby	一言半語
yyib	運營成本
yyii	一語成讖\t影影綽綽
yycc	鬱鬱蔥蔥
yyif	詠月嘲風
yyih	養癰成患
yyij	囿於成見
yyim	一夜成名
yyit	冶葉倡條
yyiw	一躍成爲\t以一持萬
yydb	以一敵百
yydi	夜雨對牀
yydc	抑揚頓挫
yydd	有一點點\t言語道斷\t悠悠盪盪
yydf	燕雁代飛\t泱泱大風
yydg	泱泱大國\t洋洋大觀
yydh	願意的話
yydl	以逸待勞
yydn	由易到難
yydp	一語道破
yydu	一衣帶水\t一以當十\t以一當十\t映月讀書
yydw	一元大武
yydy	洋洋得意\t揚揚得意
yyej	一飲而盡
yyeq	一躍而起
yyer	一擁而入
yyeu	應運而生\t一擁而上
yyev	鬱鬱而終
yyex	一躍而下
yyfb	以一奉百
yyff	淫雨霏霏\t雁影分飛
yyfl	一夜風流
yyfu	一元復始\t因噎廢食
yyfy	以夷伐夷
yyge	以義割恩
yygg	蠅營狗苟
yygh	鬱鬱寡歡\t抑鬱寡歡
yygq	陰陽怪氣
yygu	褕衣甘食
yygv	豔陽高照\t一以貫之
yygw	一一過問
yygx	一意孤行
yygy	煙雲過眼
yyhd	伊于胡底
yyhh	搖搖晃晃\t悠悠忽忽
yyhu	鷹揚虎視
yyht	一氧化碳
yyhv	妖言惑衆
yyhw	意欲何爲
yyhx	欲語還休
yyhy	以牙還牙\t以眼還眼
yyjb	以一警百
yyji	一言既出
yyjc	油鹽醬醋
yyjd	一言九鼎
yyjh	因緣際會
yyjl	遊雲驚龍
yyjq	一應俱全
yyjr	夜以繼日
yyjt	樣樣精通
yyjv	營養價值\t夜以繼晝
yyjy	應有盡有
yykf	狺狺狂吠
yykn	也有可能
yyli	源遠流長
yylg	陰陽兩隔
yylj	嚴以律己
yyll	庸庸碌碌
yylm	魚躍龍門
yylr	餘音繚繞
yylx	遙遙領先
yymb	陰雲密佈
yymd	要言妙道
yymm	陰雨綿綿
yymx	瘞玉埋香
yymv	薏苡明珠
yynj	一言難盡
yynn	餘音嫋嫋
yynv	以意逆志
yypd	一語破的
yypf	夤緣攀附
yypk	硬語盤空
yypv	一葉扁舟
yyqc	隱約其辭
yyqi	咬牙切齒
yyqf	豔壓羣芳
yyqh	因緣巧合
yyqj	玉液瓊漿
yyrl	餘音繞樑
yyrx	妖由人興
yyry	與有榮焉
yysf	一隅三反
yyug	一語雙關
yyuh	熠熠生輝
yyuj	業餘時間
yyur	庸醫殺人
yyss	洋洋灑灑
yysy	悠悠歲月
yyuy	有一說一
yyuz	搖曳生姿
yytn	頤養天年
yyty	以蚓投魚
yyvb	易與之輩
yyvd	一語中的\t一隅之地
yyve	養育之恩
yyvj	一夜之間\t一隅之見
yyvm	一葉障目
yyvq	一葉知秋
yyvu	芸芸衆生
yyvv	營業執照\t引玉之磚
yyvz	有一陣子
yywa	引以爲傲
yywi	引以爲恥
yywd	一言爲定
yywe	有一無二
yywf	有緣無分
yywj	意猶未盡\t引以爲戒
yywl	焉有完卵
yywm	有勇無謀
yywq	遙遙無期\t永永無窮
yywu	因緣爲市
yywv	有眼無珠\t以意爲之
yywy	有意無意
yyxb	冤冤相報
yyxd	遙遙相對
yyxj	言揚行舉
yyxv	魚與熊掌
yyxy	欲揚先抑\t牙牙學語
yyyb	溢於言表
yyyc	一月一次
yyyi	雁杳魚沉
yyyd	有氧運動
yyyh	養癰遺患
yyyl	愈演愈烈
yyym	有勇有謀\t燕翼貽謀
yyyn	以羊易牛
yyyq	嶢嶢易缺
yyyu	燕語鶯聲\t盈盈一水
yyyt	燕語鶯啼
yyyv	欲言又止\t搖搖欲墜\t一飲一啄\t陰疑陽戰
yyyx	奄奄一息\t一言一行\t庸言庸行
yyyy	隱隱約約\t一吟一詠
yyzd	悠遊自得
yyze	言猶在耳
yyzr	運用自如
yyzu	有孕在身
yyzs	優遊卒歲
yyzt	隱隱作痛
yyvw	以一知萬
yyzx	有言在先
yzbb	睚眥必報\t一字褒貶
yzbi	一字不差
yzbg	一字不苟
yzbl	一字不漏
yvbl	一致百慮
yvbw	一擲百萬
yzbx	意在筆先
yzby	一字不易
yvby	以直報怨
yvcd	以錐刺地
yvcg	引錐刺股
yziy	養尊處優
yzdp	越俎代庖
yzeu	易子而食
yzfu	鷂子翻身
yzfx	一醉方休
yzgf	遠走高飛
yzgv	有則改之
yvha	一枕槐安
yzhf	英姿煥發
yvhp	羊質虎皮
yzhu	油嘴滑舌
yvjd	言重九鼎
yzjg	紆尊降貴
yzjj	移樽就教\t一座皆驚\t引足救經
yvjj	庸中佼佼
yzli	一字連城
yzlv	以紫亂朱
yvnf	以指撓沸
yzpg	意在沛公
yzqd	一再強調
yzqj	一字千金
yvqv	以戰去戰
yzsu	英姿颯爽
yzuu	衣租食稅
yztb	遠在天邊
yztp	與子同袍
yvtq	以珠彈雀
