he	他\t氦
sensualize	使肉慾化
sensuous	感官的
sent	發送
sentence	句子
sentenced	被判刑
sentences	句子
sentencing	判刑
sentential	句子的
sententious	說教的
sentient	有知覺的
sentiment	情感
sentimental	感傷的
sentimentalise	使感傷
sentimentalism	感傷主義
sentimentality	感傷性
sentimentalize	感傷化
sentimentalized	感傷化的
sentimentally	感傷地
sentiments	情感
sentinel	哨兵
sentineled	設哨的
sentineling	設哨
sentinelled	設哨的
sentinelling	設哨
sentinels	哨兵
sentries	哨兵
sentry	哨兵
seo	搜索引擎優化
search engine optimization	搜索引擎優化
seoul	首爾
sep	九月
sep.	九月
sept.	九月
sepal	萼片
separability	可分離性
separable	可分離的
separate	分開
separated	分開的
separately	分別地
separateness	分離狀態
separates	分開的
separating	分開
separation	分離
separations	分離
separatism	分離主義
separatist	分裂分子
separative	分離的
separator	分離器
separators	分離器
sepia	深褐色
sepoy	印度兵
sepsis	敗血症
sept	氏族
sept.	氏族
septal	隔膜的
septangular	七角的
september	九月
septembers	九月
septic	敗血病的
septimal	七進制的
septime	第七姿勢
septum	隔膜
septuple	七倍的
sepulcher	墳墓
sepulchers	墳墓
sepulchral	陰森的
sepulchre	墳墓
sepulture	埋葬
sequacious	盲從的
sequel	續集
sequela	後遺症
sequelize	序列化
sequels	續集
sequence	序列
sequenced	已排序
sequencer	音序器
sequencers	音序器
sequences	序列
sequencing	測序
sequencings	測序
sequent	後續
sequential	順序
sequentiality	順序性
sequentialize	順序化
sequentialized	順序化
sequentializes	順序化
sequentializing	順序化
sequentially	順序地
sequester	隔離
sequestered	隔離
sequestrate	扣押
sequestrum	死骨
sequoia	紅杉
ser	絲氨酸
serac	冰塔
serafin	塞拉芬
serai	客棧
seral	演替系列
serape	披肩
seraph	六翼天使
seraphic	天使般
seraphim	六翼天使
seraphium	六翼天使
serbia	塞爾維亞
serbian	塞爾維亞人
serbians	塞爾維亞人
serbo-	塞爾維亞
sere	乾枯的
serena	塞雷娜
serenade	小夜曲
serendipitous	偶然發現的
serendipity	機緣巧合
serene	寧靜的
serenely	平靜地
serenity	寧靜
serf	農奴
serfs	農奴
serge	嗶嘰
sergeancy	軍士長職位
sergeant	中士
sergeants	中士
sergei	謝爾蓋
serial	連續的
serialise	序列化
serialism	序列主義
serializability	可序列化性
serializable	可序列化的
serialization	序列化
serializations	序列化過程
serialize	序列化
serialized	序列化的
serializes	序列化
serializing	序列化中
serially	連續地
serials	連續劇
seriate	連續
sericeous	絲滑
serie	系列
series	系列
serif	襯線
serifed	襯線
seriffed	襯線
serigraph	絲印
serigraphy	絲印術
seriocomic	悲喜
serious	嚴肅
seriously	嚴重
seriousness	嚴重性
sermon	佈道
sermonic	佈道式
sermonise	說教
sermonize	說教
sermons	佈道
serological	血清學
serology	血清學
serotonin	血清素
serous	漿液
serpens	巨蛇座
serpent	蛇
serpentine	蜿蜒
serpents	蛇
serra	塞拉
serrate	鋸齒
serration	鋸齒
serried	密集
serrodyne	線性調頻
serum	血清
serums	血清
serval	藪貓
servant	僕人
servants	僕人
serve	服務
served	服務
server	服務器
servercat	服務器貓
serverest	最服務器
serverless	無服務器
servers	服務器
serves	服務
service	服務
serviceability	可用性
serviceable	可用的
serviced	服務
serviceman	軍人
servicemen	軍人
services	服務
servicing	維護
servile	奴性的
servility	奴性
serving	一份
servings	份數
servitor	侍從
servitude	奴役
servlet	小服務程序
servo	伺服
servomechanism	伺服機構
servomotor	伺服電機
sesame	芝麻
sesamoid	籽骨
sesquipedalian	冗長的
sessile	無柄的
session	會議
sessional	會議的
sessions	會議
sesterce	塞斯特斯
sestet	六行詩
sestina	六節詩
set	設置
setaceous	剛毛狀的
setapp	設置應用
setback	挫折
seth	塞特
setline	延繩
setoff	抵消
seton	塞頓
setout	出發
sets	設置
setscrew	固定螺釘
settable	可設置的
settee	長靠椅
setter	設置器
setters	設置器
setting	設置
settings	設置
settle	解決
settled	定居
settlement	解決
settlements	定居點
settler	定居者
settlers	定居者
settles	解決
settling	定居
setup	設置
setups	設置
seven	七
sevenfold	七倍
sevens	七人
seventeen	十七
seventeens	十七人
seventeenth	第十七
seventh	第七
seventies	七十年代
seventieth	第七十
seventy	七十
sever	切斷
several	幾個
severalfold	幾倍
severally	分別地
severalty	單獨
severance	分離
severe	嚴重的
severed	切斷的
severely	嚴重地
severer	更嚴重的
severest	最嚴重的
severing	切斷
severities	嚴重性
severity	嚴重
severn	塞文
severs	切斷
seville	塞維利亞
sew	縫
sewage	污水
seward	西沃德
sewed	縫製
sewer	下水道
sewerage	排污系統
sewers	下水道
sewing	縫紉
sews	縫
sex	性
sexagenarian	六十歲者
sexcam	色情直播
sexed	性感的
sexes	性別
sexiest	最性感
sexism	性別歧視
sexist	性別歧視者
sexologist	性學家
sexology	性學
sexpot	性感尤物
sext	性短信
sextans	六分儀座
sextet	六重奏
sextillion	十萬億億
sexto	六度
sexton	司事
sextuple	六倍
sextuplet	六胞胎
sextus	塞克斯圖斯
sexual	性
sexualise	性化
sexuality	性徵
sexualize	性化
sexually	性方面
sexy	性感
seychelles	塞舌爾
seymour	西摩
sfc	證監會
software freedom conservancy	軟件自由保護協會
sftp	安全文件傳輸協議
ssh file transfer protocol	安全文件傳輸協議
sgml	標準通用標記語言
shabbily	破舊地
shabbiness	破舊
shabby	破舊
shack	棚屋
shacked	住棚屋
shackle	鐐銬
shackled	被束縛
shackles	鐐銬
shackling	束縛
shacks	棚屋
shad	西鯡
shadcn	沙德克恩
shade	陰涼
shaded	遮陰的
shadeless	無陰的
shades	陰影
shadier	更陰暗
shadiest	最陰暗
shadily	陰暗地
shadiness	陰暗
shading	遮陰
shadings	遮陰法
shadow	影子
shadowbox	假想拳擊
shadowboxing	空拳練習
shadowed	投下陰影
shadowgraph	投影圖
shadowiness	朦朧
shadowing	跟蹤
shadowless	無影的
shadowrocket	小火箭
shadowrocket	小火箭
shadows	陰影
shadowsocks	影梭
shadowy	朦朧的
shady	陰暗的
shafer	謝弗
shaffer	謝弗
shaft	軸
shafting	傳動軸系
shafts	軸
shag	粗毛
shagbark	山核桃樹皮
shagginess	蓬亂
shaggy	蓬鬆的
shagreen	鯊革
shah	沙阿
shakable	可動搖的
shakably	可動搖地
shake	搖動
shakedown	敲詐
shakeespeare	莎士比亞
shaken	動搖的
shaker	搖動器
shakers	搖動器
shakes	搖動
shakespeare	莎士比亞
shakespearean	莎士比亞的
shakespearian	莎士比亞的
shakespearize	莎士比亞化
shakespearizes	莎士比亞化
shakily	搖晃地
shakiness	搖晃
shaking	搖動
shakira	夏奇拉
shako	筒狀軍帽
shaky	搖晃的
shale	頁岩
shall	將
shallop	小艇
shallot	青蔥
shallow	淺的
shallower	較淺
shallowly	淺淺地
shallowness	淺薄
shalom	平安
shalt	將
shaly	頁岩的
sham	假貨
shaman	薩滿
shamble	蹣跚
shambles	混亂
shame	羞恥
shamed	羞愧的
shamefaced	羞愧的
shameful	可恥的
shamefully	可恥地
shameless	無恥的
shamelessly	無恥地
shames	羞恥
shaming	羞辱
shammer	騙子
shampoo	洗髮水
shampooing	洗頭
shamrock	三葉草
shams	假貨
shamus	偵探
shan't	不會
shane	謝恩
shang	尚
shanghai	上海
shanghaied	被拐騙
shanghaiing	誘拐
shanghaiings	誘拐
shanghais	誘拐
shania	莎妮婭
shank	柄
shanks	柄
shannon	香農
shanties	棚屋
shantung	山東綢
shanty	棚屋
shaoshing	紹興
shapable	可塑的
shape	形狀
shapeable	可塑的
shaped	成形的
shapeless	無形的
shapelessly	無形地
shapelessness	無形
shapeliness	勻稱
shapely	勻稱的
shaper	塑造者
shapers	塑造者
shapes	形狀
shaping	塑造
shapiro	夏皮羅
sharable	可共享的
shard	碎片
shardingsphere	分片球
share	分享
shareable	可共享的
sharebroker	股票經紀人
sharecrop	分成租種
sharecropper	佃農
sharecroppers	佃農
shared	共享的
shareholder	股東
shareholders	股東
sharepoint	協作平臺
sharer	分享者
sharers	分享者
shares	股份
shareware	共享軟件
shari	沙裏
sharing	分享
shark	鯊魚
sharks	鯊魚
sharon	莎倫
sharp	鋒利的
sharpe	夏普
sharpen	磨快
sharpened	磨快的
sharpener	磨具
sharpening	磨快
sharpens	磨快
sharper	更鋒利
sharpest	最鋒利
sharping	磨快
sharply	尖銳地
sharpness	銳度
sharpshoot	神槍手
sharpshooter	神槍手
shasta	沙斯塔
shatter	粉碎
shattered	破碎的
shattering	粉碎的
shatterproof	防碎的
shatters	粉碎
shattuck	沙特克
shaun	肖恩
shave	刮
shaved	刮過的
shaveling	小毛頭
shaven	刮淨的
shaver	剃鬚刀
shaves	刮
shavetail	新手
shaving	刮鬍子
shavings	刨花
shaw	肖
shawano	肖瓦諾
shawl	披肩
shawls	披肩
shawm	肖姆管
shawn	肖恩
shawnee	肖尼
she	她
she'd	她會
she'll	她將
she's	她是
shea	希亞
sheaf	捆
shear	剪
sheared	剪過
shearer	剪毛工
shearing	剪切
shears	剪刀
sheath	鞘
sheathe	入鞘
sheathing	鞘套
sheaths	鞘
sheave	滑輪
sheaves	滑輪組
shebang	全套
shebeen	酒館
sheboygan	希博伊根
shed	棚
she'd	她會
shedder	脫落者
shedding	脫落
shedir	王良四
sheds	棚
sheehan	希恩
sheen	光澤
sheeny	閃亮的
sheep	羊
sheepberry	羊莓
sheepfold	羊圈
sheepherder	牧羊人
sheepish	羞怯的
sheepshank	羊腿結
sheepskin	羊皮
sheer	純粹
sheeran	希蘭
sheered	轉向
sheerly	純粹地
sheet	紙張
sheeted	覆蓋
sheeting	板材
sheets	牀單
sheffield	謝菲爾德
sheik	酋長
sheikh	酋長
sheila	希拉
shelby	謝爾比
sheldon	謝爾頓
shelf	架子
shell	外殼
she'll	她會
shellac	蟲膠
shellback	老水手
shelled	去殼的
sheller	去殼機
shelley	雪萊
shellfire	炮火
shellfish	貝類
shelling	炮擊
shells	貝殼
shelly	多殼的
shelter	庇護所
sheltered	受庇護的
sheltering	庇護
shelters	庇護所
shelton	謝爾頓
shelve	擱置
shelved	擱置
shelves	架子
shelving	擱置
shemale	人妖
shemales	人妖
shemozzle	混亂
shenandoah	謝南多厄
shenanigan	惡作劇
shent	已發送
shepard	謝潑德
shepherd	牧羊人
shepherdess	牧羊女
shepherds	牧羊人
sheppard	謝潑德
sheraton	喜來登
sherbet	冰糕
sheridan	謝里登
sheriff	警長
sheriffs	警長
sherlock	夏洛克
sherman	謝爾曼
sherpas	夏爾巴人
sherrill	謝里爾
sherry	雪利酒
sherwin	宣威
sherwood	舍伍德
shew	展示
shewbread	陳設餅
shibboleth	口令
shied	退縮
shield	盾牌
shielded	受保護的
shielding	防護
shields	盾牌
shies	躲避
shift	轉變
shifted	已轉變
shifter	變速桿
shifters	變速桿
shiftier	更狡猾
shiftiest	最狡猾
shiftily	狡猾地
shiftiness	狡猾
shifting	轉變中
shiftless	無能的
shifts	轉變
shifty	狡猾的
shiite	什葉派
shiites	什葉派
shikar	狩獵
shilful	熟練的
shill	托兒
shilling	先令
shillings	先令
shillong	西隆
shiloh	示羅
shim	墊片
shimano	禧瑪諾
shimmer	微光
shimmering	閃爍的
shimmery	閃亮的
shin	脛骨
shinbone	脛骨
shindig	狂歡
shindy	喧鬧
shine	發光
shined	發光的
shinedown	光澤樂隊
shiner	黑眼圈
shiners	黑眼圈
shines	發光
shingle	木瓦
shingles	帶狀皰疹
shingly	多卵石的
shining	閃亮的
shiningly	閃耀地
shinplaster	小額紙幣
shinto	神道教
shintoism	神道教
shintoize	神道化
shintoizes	神道化
shiny	閃亮的
ship	船
shipboard	船上的
shipbuilder	造船者
shipbuilding	造船
shiplap	船板
shipley	希普利
shipload	船載量
shipman	船員
shipmaster	船長
shipmate	船員
shipment	貨物
shipments	貨物
shipowner	船主
shipped	已發貨
shipper	發貨人
shippers	發貨人
shipping	運輸
ships	船隻
shipshape	整齊
shipside	船邊
shipway	船臺
shipworm	船蛆
shipwreck	海難
shipwrecked	遇難
shipwrecks	海難
shipwright	造船工
shipyard	船廠
shire	郡
shirk	逃避
shirker	逃避者
shirking	逃避
shirks	逃避
shirley	雪莉
shirr	抽褶
shirring	抽褶
shirt	襯衫
shirtfront	襯衫前襟
shirting	襯衫料
shirts	襯衫
shirttail	襯衫下襬
shirtwaist	襯衫式連衣裙
shirty	易怒的
shiseido	資生堂
shit	糞便
shithead	白癡
shitty	糟糕的
shitwork	苦差事
shiva	溼婆
shive	薄片
shiver	顫抖
shivered	顫抖的
shiverer	顫抖者
shivering	顫抖
shivers	顫抖
shivery	令人發抖的
shizuku	水滴
shmuel	施穆埃爾
shoal	淺灘
shoals	淺灘
shoaly	多淺灘的
shoat	豬崽
shock	震驚
shocked	震驚的
shocker	令人震驚的事
shockers	震驚物
shockheaded	蓬頭
shocking	駭人
shockingly	驚人地
shockley	肖克利
shocks	衝擊
shockwave	衝擊波
shod	穿鞋
shoddy	劣質
shoe	鞋
shoeblack	擦鞋匠
shoed	穿鞋
shoehorn	鞋拔
shoeing	釘蹄
shoelace	鞋帶
shoemaker	鞋匠
shoemaking	製鞋
shoes	鞋子
shoeshine	擦鞋
shoestring	鞋帶
shofar	羊角號
shogun	將軍
shogunate	幕府
shoji	障子
shone	照耀
shoo	噓走
shoofly	驅蠅草
shook	搖晃
shoot	射擊
shooter	射手
shooters	射手
shooting	射擊
shootings	槍擊
shoots	射擊
shop	商店
shopee	蝦皮
shopgirl	女店員
shopkeeper	店主
shopkeepers	店主
shoplifter	商店扒手
shoplifting	商店行竊
shoppe	商店
shopped	購物
shopper	購物者
shoppers	購物者
shopping	購物
shoppy	商店的
shops	商店
shopwalker	導購員
shopworn	陳舊的
shoran	肖蘭
shore	海岸
shorebird	濱鳥
shoreless	無岸的
shoreline	海岸線
shores	海岸
shorewood	肖爾伍德
shoring	支撐
shorn	剪過
short	短
shortage	短缺
shortages	短缺
shortbread	酥餅
shortcake	鬆糕
shortchange	少找錢
shortcoming	缺點
shortcomings	缺點
shortcut	捷徑
shortcuts	捷徑
shorted	做空
shorten	縮短
shortened	縮短
shortening	起酥油
shortens	縮短
shorter	更短
shortest	最短
shortfall	缺口
shorthand	速記
shorthanded	人手不足
shorthorn	短角牛
shorting	做空
shortish	略短
shortlist	入圍名單
shortly	不久
shortness	短促
shorts	短褲
shortsighted	短視
shortstop	游擊手
shortwave	短波
shorty	矮子
shoshone	肖肖尼
shot	射擊
shote	小豬
shotgun	霰彈槍
shotguns	霰彈槍
shots	射擊
shottr	射手
should	應該
should've	本該
shoulder	肩膀
shouldered	肩負
shouldering	肩負
shoulders	肩膀
should i sleep	我該睡嗎
shouldn't	不該
shout	喊叫
shouted	喊叫
shouter	喊叫者
shouters	喊叫者
shouting	喊叫
shouts	喊叫
shove	推
shoved	推
shovel	鏟
shoveled	鏟
shovelhead	鏟頭
shovelnose	鏟鼻
shovels	鏟
shoves	推
shoving	推
show	展示
showboat	炫耀
showcase	展示
showdown	對決
showed	展示
shower	淋浴
showered	淋浴
showering	淋浴
showers	淋浴
showery	陣雨
showground	展場
showily	炫耀地
showing	展示
showings	展示
showman	表演者
showmanship	表演技巧
shown	展示
showpiece	精品
showplace	名勝
showroom	展廳
shows	展示
showtimes	放映時間
showup	露面
showy	炫耀
shrank	收縮
shrapnel	彈片
shred	碎片
shredder	碎紙機
shredding	粉碎
shreds	碎片
shrek	史萊克
shreveport	什裏夫波特
shrew	潑婦
shrewd	精明
shrewdest	最精明
shrewdly	精明地
shrewdness	精明
shrewish	潑辣的
shrewmouse	鼩鼱
shrews	鼩鼱
shriek	尖叫
shrieked	尖叫了
shrieking	尖叫
shrieks	尖叫
shrift	懺悔
shrike	伯勞鳥
shrill	刺耳
shrilled	刺耳了
shrilling	刺耳
shrillness	刺耳
shrilly	刺耳地
shrimp	蝦
shrine	聖地
shrines	聖地
shrink	收縮
shrinkable	可收縮
shrinkage	收縮
shrinking	收縮
shrinkproof	防縮
shrinks	收縮
shrive	懺悔
shrivel	枯萎
shriveled	枯萎的
shroff	錢幣兌換商
shropshire	什羅普郡
shroud	裹屍布
shrouded	籠罩的
shrub	灌木
shrubbery	灌木叢
shrubby	灌木狀的
shrubs	灌木
shrug	聳肩
shrugs	聳肩
shrunk	縮小的
shrunken	縮小的
shtick	噱頭
shu	舒
shuck	剝殼
shucks	哎呀
shudder	顫抖
shuddered	顫抖的
shuddering	顫抖的
shudders	顫抖
shuffle	洗牌
shuffleboard	推盤遊戲
shuffled	洗過的
shuffles	洗牌
shuffling	洗牌
shulman	舒爾曼
shun	避開
shuns	避開
shunt	分流
shunter	調車員
shush	噓
shut	關閉
shutdown	關閉
shutdowns	關閉
shutoff	關閉
shutout	完封
shuts	關閉
shutter	快門
shuttered	關閉的
shutters	百葉窗
shutting	關閉
shuttle	穿梭
shuttlecock	羽毛球
shuttled	穿梭
shuttles	穿梭
shuttling	穿梭
shy	害羞
shylock	夏洛克
shylockian	夏洛克式的
shyly	害羞地
shyness	害羞
shyster	訟棍
siam	暹羅
siamese	暹羅的
sian	西安
sib	親屬
siberia	西伯利亞
siberian	西伯利亞的
sibilant	嘶嘶聲
sibilate	發嘶聲
sibilation	嘶嘶作響
sibley	西布利
sibling	兄弟姐妹
siblings	兄弟姐妹
sibyl	女先知
sibylline	預言的
sic	原文如此
siccative	乾燥劑
sicilian	西西里的
siciliana	西西里舞曲
siciliano	西西里舞曲
sicilians	西西里人
sicily	西西里島
sick	生病
sickbed	病牀
sicken	使噁心
sickener	令人作嘔之物
sicker	更病
sickest	最病
sickish	微病的
sickle	鐮刀
sicklemia	鐮狀細胞性貧血
sickliness	多病
sickly	病弱的
sickness	疾病
sicknesses	疾病
sickroom	病房
sid	席德
side	邊
sidearm	副武器
sideband	邊帶
sidebands	邊帶
sidebar	側欄
sideboard	餐具櫃
sideboards	鬢角
sidebone	側骨
sideburns	鬢角
sidecar	邊車
sided	有邊的
sidehill	山坡
sidekick	夥伴
sidelight	側燈
sidelights	側燈
sideline	副業
sideling	傾斜的
sideload	側載
sideloading	側載
sidelong	斜的
sideman	樂手
sidenote	旁註
sidepiece	側件
sider	側邊
sidereal	恆星的
siderite	菱鐵礦
sides	側面
sidesaddle	側鞍
sideshow	雜耍
sideslip	側滑
sidespin	側旋
sidesplitting	爆笑的
sidestep	迴避
sidestroke	側泳
sideswipe	擦撞
sideswiper	擦撞者
sidetone	側音
sidetrack	轉移
sidewalk	人行道
sidewalks	人行道
sidewards	側向的
sideway	側向的
sideways	側向地
sidewise	側向地
siding	壁板
sidings	壁板
sidle	側身走
sidney	悉尼
siege	圍困
siegel	西格爾
sieges	圍困
siegfried	齊格弗裏德
sieglinda	西格林達
siegmund	西格蒙德
siemens	西門子
siena	錫耶納
sienna	赭色
sierra	山脈
siesta	午睡
sieve	篩子
sieves	篩子
sifford	西福德
sift	篩選
sifted	篩選過的
sifter	篩具
sifting	篩選
